code,name,ipo_time,sum_share,fluent_share,industry,city,board
000001,平安银行,1991-04-03,194.05918198,194.05513424,金融业,深圳,主板
000002,万  科Ａ,1991-01-29,97.24196533,97.16935865,房地产,深圳,主板
000004,国华网安,1990-12-01,1.32380282,1.26288093,信息技术,深圳,主板
000005,ST星源,1990-12-10,10.58536842,10.57875742,公共环保,深圳,主板
000006,深振业Ａ,1992-04-27,13.49995046,13.49987396,房地产,深圳,主板
000007,*ST全新,1992-04-13,3.46448044,3.08948044,房地产,深圳,主板
000008,神州高铁,1992-05-07,27.16377683,26.86024366,制造业,深圳,主板
000009,中国宝安,1991-06-25,25.79213965,25.51430324,金融业,深圳,主板
000010,美丽生态,1995-10-27,11.49652292,5.22171498,建筑业,深圳,主板
000011,深物业A,1992-03-30,5.28373849,5.26475543,房地产,深圳,主板
000012,南  玻Ａ,1992-02-28,19.61323047,19.59279645,制造业,深圳,主板
000014,沙河股份,1992-06-02,2.42046224,2.42046224,房地产,深圳,主板
000016,深康佳Ａ,1992-03-27,15.965938,15.965938,制造业,深圳,主板
000017,深中华A,1992-03-31,4.40821951,3.02984965,制造业,深圳,主板
000019,深粮控股,1992-10-12,11.00785974,4.16216407,批发零售,深圳,主板
000020,深华发Ａ,1992-04-28,1.81165391,1.81165391,制造业,深圳,主板
000021,深科技,1994-02-02,15.60587588,15.60123713,制造业,深圳,主板
000023,ST深天,1993-04-29,1.3875624,1.3875624,制造业,深圳,主板
000025,特  力Ａ,1993-06-21,3.9277832,3.9277832,批发零售,深圳,主板
000026,飞亚达,1993-06-03,3.65283273,3.62707353,批发零售,深圳,主板
000027,深圳能源,1993-09-03,47.57389916,47.57269916,水电煤气,深圳,主板
000028,国药一致,1993-08-09,4.85213797,4.78053712,批发零售,深圳,主板
000029,深深房Ａ,1993-09-15,8.9166,8.916505,房地产,深圳,主板
000030,富奥股份,1993-09-29,16.9382417,16.92261961,制造业,深圳,主板
000031,大悦城,1993-10-08,42.86313339,40.0288429,房地产,深圳,主板
000032,深桑达Ａ,1993-10-28,11.37959234,6.44763811,建筑业,深圳,主板
000034,神州数码,1994-05-09,6.6958148,5.50825376,批发零售,深圳,主板
000035,中国天楹,1994-04-08,25.23777297,24.49868176,公共环保,深圳,主板
000036,华联控股,1994-06-17,14.83934025,14.80132047,房地产,深圳,主板
000037,深南电A,1994-07-01,3.3890815,3.38874456,水电煤气,深圳,主板
000039,中集集团,1994-04-08,23.0268249,23.01407141,制造业,深圳,主板
000040,东旭蓝天,1994-08-08,14.8687387,10.6034067,水电煤气,深圳,主板
000042,中洲控股,1994-09-21,6.64831139,6.64004077,房地产,深圳,主板
000045,深纺织Ａ,1994-08-15,4.57021849,4.57021849,制造业,深圳,主板
000048,京基智农,1994-11-01,5.3056925,5.2323925,农林牧渔,深圳,主板
000049,德赛电池,1995-03-20,3.84638534,3.84497163,制造业,深圳,主板
000050,深天马Ａ,1995-03-15,24.57747661,23.75794164,制造业,深圳,主板
000055,方大集团,1996-04-15,6.79715472,6.75854429,制造业,深圳,主板
000056,皇庭国际,1996-07-08,9.66853708,9.03728783,商务服务,深圳,主板
000058,深 赛 格,1996-12-26,9.84739354,9.84691604,商务服务,深圳,主板
000059,华锦股份,1997-01-30,15.99442537,15.99382537,制造业,深圳,主板
000060,中金岭南,1997-01-23,37.37589731,37.37314106,制造业,深圳,主板
000061,农 产 品,1997-01-10,16.96964131,16.96932506,商务服务,深圳,主板
000062,深圳华强,1997-01-30,10.45909322,10.44547851,批发零售,深圳,主板
000063,中兴通讯,1997-11-18,40.27749018,40.27090375,制造业,深圳,主板
000065,北方国际,1998-06-05,10.02000852,9.05577266,批发零售,深圳,主板
000066,中国长城,1997-06-26,32.25799088,31.46793277,制造业,深圳,主板
000068,华控赛格,1997-06-11,10.06671464,10.06671464,科研服务,深圳,主板
000069,华侨城Ａ,1997-09-10,82.01793915,70.59646363,房地产,深圳,主板
000070,特发信息,2000-05-11,9.0034476,8.88596176,制造业,深圳,主板
000078,海王生物,1998-12-18,27.50833257,26.26448638,批发零售,深圳,主板
000088,盐 田 港,1997-07-28,42.85724351,22.49135473,运输仓储,深圳,主板
000089,深圳机场,1998-04-20,20.50769509,20.50742403,运输仓储,深圳,主板
000090,天健集团,1999-07-21,18.68545434,18.68459934,建筑业,深圳,主板
000096,广聚能源,2000-07-24,5.28,5.10848,批发零售,深圳,主板
000099,中信海直,2000-07-31,7.75770137,7.10215136,运输仓储,深圳,主板
000100,TCL科技,2004-01-30,187.79080767,180.98916551,制造业,深圳,主板
000151,中成股份,2000-09-06,3.37370728,2.66543967,批发零售,深圳,主板
000153,丰原药业,2000-09-20,3.3202623,3.1915273,制造业,深圳,主板
000155,川能动力,2000-09-26,14.75926818,12.9692672,水电煤气,深圳,主板
000156,华数传媒,2000-09-06,18.52932442,16.24600295,信息技术,深圳,主板
000157,中联重科,2000-10-12,70.96027688,70.70510063,制造业,深圳,主板
000158,常山北明,2000-07-24,15.98616721,15.87815935,信息技术,深圳,主板
000159,国际实业,2000-09-26,4.80685993,4.80587143,批发零售,深圳,主板
000166,申万宏源,2015-01-26,225.3594456,225.35507316,金融业,深圳,主板
000301,东方盛虹,2000-05-29,66.11214278,54.9701138,制造业,深圳,主板
000333,美的集团,2013-09-18,69.66107404,68.32452243,制造业,深圳,主板
000338,潍柴动力,2007-04-30,67.83516821,49.71707516,制造业,深圳,主板
000400,许继电气,1997-04-18,10.19009309,10.08322059,制造业,深圳,主板
000401,冀东水泥,1996-06-14,26.58214783,15.47299483,制造业,深圳,主板
000402,金 融 街,1996-06-26,29.88929907,29.8769863,房地产,深圳,主板
000403,派林生物,1996-06-28,7.32744273,6.39875023,制造业,深圳,主板
000404,长虹华意,1996-06-19,6.95995979,6.93650147,制造业,深圳,主板
000407,胜利股份,1996-07-03,8.80084656,8.75766437,水电煤气,深圳,主板
000408,藏格矿业,1996-06-28,15.80435073,15.80418573,制造业,深圳,主板
000409,云鼎科技,1996-06-27,6.76350505,4.23371995,信息技术,深圳,主板
000410,沈阳机床,1996-07-18,20.64746603,16.80915944,制造业,深圳,主板
000411,英特集团,1996-07-16,5.2243406,3.20540506,批发零售,深圳,主板
000413,东旭光电,1996-09-25,53.82749947,50.29350156,制造业,深圳,主板
000415,渤海租赁,1996-07-16,61.84521282,53.9274176,商务服务,深圳,主板
000416,*ST民控,1996-07-19,5.31871494,5.31627879,金融业,深圳,主板
000417,合肥百货,1996-08-12,7.798842,7.79027451,批发零售,深圳,主板
000419,通程控股,1996-08-16,5.43582655,5.43361733,批发零售,深圳,主板
000420,吉林化纤,1996-08-02,24.58868343,24.58020643,制造业,深圳,主板
000421,南京公用,1996-08-06,5.78006934,5.72646934,水电煤气,深圳,主板
000422,湖北宜化,1996-08-15,10.57866712,10.07312141,制造业,深圳,主板
000423,东阿阿胶,1996-07-29,6.43976824,6.43975755,制造业,深圳,主板
000425,徐工机械,1996-08-28,118.16166093,81.20092284,制造业,深圳,主板
000426,兴业银锡,1996-08-28,18.37192219,14.77941112,采矿业,深圳,主板
000428,华天酒店,1996-08-08,10.18926,10.188885,住宿餐饮,深圳,主板
000429,粤高速Ａ,1998-02-20,17.42056126,13.03329906,运输仓储,深圳,主板
000430,张家界,1996-08-29,4.04817686,3.317388,公共环保,深圳,主板
000488,晨鸣纸业,2000-11-20,17.22122684,16.82834872,制造业,深圳,主板
000498,山东路桥,1997-06-09,15.60994326,14.57900081,建筑业,深圳,主板
000501,武商集团,1992-11-20,7.68992731,7.67999494,批发零售,深圳,主板
000503,国新健康,1992-11-30,9.84176136,8.98822204,信息技术,深圳,主板
000504,南华生物,1992-12-08,3.30023098,3.10668701,科研服务,深圳,主板
000505,京粮控股,1992-12-21,6.61975251,6.32380336,制造业,深圳,主板
000506,中润资源,1993-03-12,9.29017761,9.28670961,采矿业,深圳,主板
000507,珠海港,1993-03-26,9.19734895,9.02337753,运输仓储,深圳,主板
000509,华塑控股,1993-05-07,10.73128052,10.73124808,制造业,深圳,主板
000510,新金路,1993-05-07,6.09182254,5.67412232,制造业,深圳,主板
000513,丽珠集团,1993-10-28,6.15903328,5.95992594,制造业,深圳,主板
000514,渝 开 发,1993-07-12,8.43770965,8.43770965,房地产,深圳,主板
000516,国际医学,1993-08-09,22.60809518,22.13222251,卫生,深圳,主板
000517,荣安地产,1993-08-06,31.83922485,24.91986416,房地产,深圳,主板
000518,四环生物,1993-09-08,10.29556222,10.29556222,制造业,深圳,主板
000519,中兵红箭,1993-10-08,13.92558982,13.92558982,制造业,深圳,主板
000520,凤凰航运,1993-10-25,10.12083455,10.12079705,运输仓储,深圳,主板
000521,长虹美菱,1993-10-18,8.81733881,8.75312459,制造业,深圳,主板
000523,红棉股份,1993-11-08,18.35468461,15.71769727,制造业,深圳,主板
000524,岭南控股,1993-11-18,6.70208597,6.70058456,商务服务,深圳,主板
000525,ST红太阳,1993-10-28,5.80772873,5.80617168,制造业,深圳,主板
000526,学大教育,1993-11-01,1.22124709,1.17761809,教育,深圳,主板
000528,柳    工,1993-11-18,19.51212577,14.12923952,制造业,深圳,主板
000529,广弘控股,1993-11-18,5.8379033,5.69884377,制造业,深圳,主板
000530,冰山冷热,1993-12-08,6.01712507,6.00041013,制造业,深圳,主板
000531,穗恒运Ａ,1994-01-06,10.41401332,8.22099384,水电煤气,深圳,主板
000532,华金资本,1994-01-03,3.4470834,3.43549746,综合,深圳,主板
000533,顺钠股份,1994-01-03,6.90816,6.849024,制造业,深圳,主板
000534,万泽股份,1994-01-10,5.10637396,4.94578971,制造业,深圳,主板
000536,华映科技,1993-11-26,27.66032803,27.63082516,制造业,深圳,主板
000537,中绿电,1993-12-10,18.6252072,18.6251532,水电煤气,深圳,主板
000538,云南白药,1993-12-15,17.96862549,17.85176191,制造业,深圳,主板
000539,粤电力Ａ,1993-11-26,44.51875986,25.53912699,水电煤气,深圳,主板
000541,佛山照明,1993-11-23,12.45104992,10.56456198,制造业,深圳,主板
000543,皖能电力,1993-12-20,22.66863331,22.66863331,水电煤气,深圳,主板
000544,中原环保,1993-12-08,9.74684488,9.74684488,水电煤气,深圳,主板
000545,金浦钛业,1993-12-15,9.86833096,9.85403096,制造业,深圳,主板
000546,金圆股份,1993-12-15,7.78781962,7.11249152,制造业,深圳,主板
000547,航天发展,1993-11-30,15.98468269,15.88350696,制造业,深圳,主板
000548,湖南投资,1993-12-20,4.99215811,4.99188811,运输仓储,深圳,主板
000550,江铃汽车,1993-12-01,5.19214,5.1846316,制造业,深圳,主板
000551,创元科技,1994-01-06,4.03984805,4.00080405,制造业,深圳,主板
000552,甘肃能化,1994-01-06,53.51793852,29.85028559,采矿业,深圳,主板
000553,安道麦A,1993-12-03,21.77071961,21.77067461,制造业,深圳,主板
000554,泰山石油,1993-12-15,4.80793318,3.62653197,批发零售,深圳,主板
000555,神州信息,1994-04-08,9.75774437,9.72312287,信息技术,深圳,主板
000557,西部创业,1994-06-17,14.58374735,14.57916198,运输仓储,深圳,主板
000558,莱茵体育,1994-05-09,12.89223949,12.88684608,房地产,深圳,主板
000559,万向钱潮,1994-01-10,33.03791344,33.03629789,制造业,深圳,主板
000560,我爱我家,1994-02-02,23.55500851,22.55272144,房地产,深圳,主板
000561,烽火电子,1994-05-09,6.04272777,6.02034318,制造业,深圳,主板
000563,陕国投Ａ,1994-01-10,51.13970358,51.13970358,金融业,深圳,主板
000564,ST大集,1994-01-10,191.63777335,151.81372903,批发零售,深圳,主板
000565,渝三峡Ａ,1994-04-08,4.3359222,4.3359222,制造业,深圳,主板
000566,海南海药,1994-05-25,12.97365126,11.65909733,制造业,深圳,主板
000567,海德股份,1994-05-25,13.4799459,13.44779694,金融业,深圳,主板
000568,泸州老窖,1994-05-09,14.71987769,14.645305,制造业,深圳,主板
000570,苏常柴Ａ,1994-07-01,5.55692507,4.98874326,制造业,深圳,主板
000571,新大洲A,1994-05-25,8.33679,8.140376,采矿业,深圳,主板
000572,海马汽车,1994-08-08,16.44636426,16.42155224,制造业,深圳,主板
000573,粤宏远Ａ,1994-08-15,6.38280604,6.32964819,房地产,深圳,主板
000576,甘化科工,1994-09-07,4.42631734,4.27983852,制造业,深圳,主板
000581,威孚高科,1998-09-24,8.29782793,8.23926813,制造业,深圳,主板
000582,北部湾港,1995-11-02,17.71936409,14.11453428,运输仓储,深圳,主板
000584,ST工智,1995-11-28,7.60937577,7.58987419,制造业,深圳,主板
000586,汇源通信,1995-12-20,1.9344,1.9119,制造业,深圳,主板
000589,贵州轮胎,1996-03-08,12.04518328,11.78864188,制造业,深圳,主板
000590,启迪药业,1996-01-19,2.39471267,2.39376227,制造业,深圳,主板
000591,太阳能,1996-02-08,39.11425169,35.96637496,水电煤气,深圳,主板
000592,平潭发展,1996-03-27,19.31780892,19.13936915,制造业,深圳,主板
000593,德龙汇能,1996-03-12,3.58631009,3.58447369,水电煤气,深圳,主板
000595,宝塔实业,1996-04-19,11.38656366,11.38062793,制造业,深圳,主板
000596,古井贡酒,1996-09-27,4.086,4.086,制造业,深圳,主板
000597,东北制药,1996-05-23,14.29103265,13.74153533,制造业,深圳,主板
000598,兴蓉环境,1996-05-29,29.84996321,29.68576321,水电煤气,深圳,主板
000599,青岛双星,1996-04-30,8.16758987,8.16745112,制造业,深圳,主板
000600,建投能源,1996-06-06,17.91626376,10.90044876,水电煤气,深圳,主板
000601,韶能股份,1996-08-30,10.80551669,10.79894978,水电煤气,深圳,主板
000603,盛达资源,1996-08-23,6.89969346,6.32489859,采矿业,深圳,主板
000605,渤海股份,1996-09-13,3.526586,3.37643688,水电煤气,深圳,主板
000607,华媒控股,1996-08-30,10.1769841,8.84879244,商务服务,深圳,主板
000608,阳光股份,1996-09-19,7.49913309,7.44759609,房地产,深圳,主板
000609,中迪投资,1996-10-10,2.99265522,2.92089522,综合,深圳,主板
000610,西安旅游,1996-09-26,2.36747901,2.35483894,商务服务,深圳,主板
000612,焦作万方,1996-09-26,11.92199394,11.91420144,制造业,深圳,主板
000615,*ST美谷,1996-10-16,7.62979719,7.62500287,卫生,深圳,主板
000617,中油资本,1996-10-22,126.42079079,126.42079079,金融业,深圳,主板
000619,海螺新材,1996-10-23,4.41168831,3.6,制造业,深圳,主板
000620,*ST新联,1996-10-29,58.7181504,41.45048815,房地产,深圳,主板
000622,恒立实业,1996-11-07,4.25226,4.25226,批发零售,深圳,主板
000623,吉林敖东,1996-10-28,11.68577084,11.6426354,制造业,深圳,主板
000625,长安汽车,1997-06-10,82.75674256,81.70868732,制造业,深圳,主板
000626,远大控股,1996-11-28,5.08940464,5.02023035,批发零售,深圳,主板
000627,天茂集团,1996-11-12,49.40629165,45.52504165,金融业,深圳,主板
000628,高新发展,1996-11-18,3.5228,1.9207404,建筑业,深圳,主板
000629,钒钛股份,1996-11-15,92.95033245,91.9547367,制造业,深圳,主板
000630,铜陵有色,1996-11-20,126.67009987,105.26455441,制造业,深圳,主板
000631,顺发恒业,1996-11-22,23.95279084,23.95279084,房地产,深圳,主板
000632,三木集团,1996-11-21,4.6551957,4.65481606,批发零售,深圳,主板
000633,合金投资,1996-11-12,3.85106373,3.85103523,制造业,深圳,主板
000635,英 力 特,1996-11-20,3.03915506,3.03083777,制造业,深圳,主板
000636,风华高科,1996-11-29,11.57013211,11.57011017,制造业,深圳,主板
000637,ST实华,1996-11-14,5.19875356,3.68014255,制造业,深圳,主板
000638,万方发展,1996-11-26,3.11386551,3.10145601,信息技术,深圳,主板
000639,西王食品,1996-11-26,10.79428095,10.79426772,制造业,深圳,主板
000650,仁和药业,1996-12-10,13.99938234,13.31385834,制造业,深圳,主板
000651,格力电器,1996-11-18,56.31405741,55.8314137,制造业,深圳,主板
000652,泰达股份,1996-11-28,14.75573852,14.74451359,批发零售,深圳,主板
000655,金岭矿业,1996-11-28,5.9534023,5.9534023,采矿业,深圳,主板
000656,金科股份,1996-11-28,53.39715816,53.11745936,房地产,深圳,主板
000657,中钨高新,1996-12-05,13.97378114,12.39790682,制造业,深圳,主板
000659,珠海中富,1996-12-03,12.8570252,12.8570252,制造业,深圳,主板
000661,长春高新,1996-12-18,4.0454419,4.0194044,制造业,深圳,主板
000663,永安林业,1996-12-06,3.36683929,3.06297533,制造业,深圳,主板
000665,湖北广电,1996-12-10,11.34365539,11.34326374,信息技术,深圳,主板
000668,荣丰控股,1996-12-10,1.4684189,1.4684189,房地产,深圳,主板
000669,ST金鸿,1996-12-10,6.80408797,6.80408797,水电煤气,深圳,主板
000670,盈方微,1996-12-17,8.4928736,7.22106712,批发零售,深圳,主板
000672,上峰水泥,1996-12-18,9.6939545,9.6939545,制造业,深圳,主板
000676,智度股份,1996-12-24,12.76506972,12.7500275,商务服务,深圳,主板
000677,恒天海龙,1996-12-26,8.63977948,8.63977948,制造业,深圳,主板
000678,襄阳轴承,1997-01-06,4.59611797,4.59611797,制造业,深圳,主板
000679,大连友谊,1997-01-24,3.564,3.564,批发零售,深圳,主板
000680,山推股份,1997-01-22,15.00855412,10.64791429,制造业,深圳,主板
000681,视觉中国,1997-01-21,7.00577436,6.76023793,信息技术,深圳,主板
000682,东方电子,1997-01-21,13.40727007,13.40600019,信息技术,深圳,主板
000683,远兴能源,1997-01-31,37.4021856,32.82520023,制造业,深圳,主板
000685,中山公用,1997-01-23,14.75111351,12.53962161,水电煤气,深圳,主板
000686,东北证券,1997-02-27,23.40452915,23.40452915,金融业,深圳,主板
000688,国城矿业,1997-01-20,11.17698861,11.17694541,采矿业,深圳,主板
000690,宝新能源,1997-01-28,21.75887862,21.74471375,水电煤气,深圳,主板
000691,亚太实业,1997-02-28,3.2327,3.2327,制造业,深圳,主板
000692,*ST惠天,1997-02-27,5.32832976,5.32829476,水电煤气,深圳,主板
000695,滨海能源,1997-02-18,2.22147539,2.21720364,制造业,深圳,主板
000697,*ST炼石,1997-03-25,8.73100876,5.63989885,制造业,深圳,主板
000698,沈阳化工,1997-02-20,8.19514395,7.85709165,制造业,深圳,主板
000700,模塑科技,1997-02-28,9.18015389,9.18015389,制造业,深圳,主板
000701,厦门信达,1997-02-26,6.87178106,5.20301178,批发零售,深圳,主板
000702,正虹科技,1997-03-18,3.46624948,2.66634576,制造业,深圳,主板
000703,恒逸石化,1997-03-28,36.66302115,36.47043465,制造业,深圳,主板
000705,浙江震元,1997-04-10,3.34123286,2.81892001,批发零售,深圳,主板
000707,双环科技,1997-04-15,4.64145765,4.64145765,制造业,深圳,主板
000708,中信特钢,1997-03-26,50.47156349,50.47156349,制造业,深圳,主板
000709,河钢股份,1997-04-16,103.37121092,103.35412398,制造业,深圳,主板
000710,贝瑞基因,1997-04-22,3.53521465,3.18258593,科研服务,深圳,主板
000711,*ST京蓝,1997-04-11,28.56976223,9.82520429,公共环保,深圳,主板
000712,锦龙股份,1997-04-15,8.96,8.95240775,金融业,深圳,主板
000713,丰乐种业,1997-04-22,6.1401498,6.1401498,农林牧渔,深圳,主板
000715,中兴商业,1997-05-08,4.1571894,4.15059494,批发零售,深圳,主板
000716,黑芝麻,1997-04-18,7.4399955,7.00691736,制造业,深圳,主板
000717,中南股份,1997-05-08,24.2384559,24.23560965,制造业,深圳,主板
000718,苏宁环球,1997-04-08,30.34636384,22.89754222,房地产,深圳,主板
000719,中原传媒,1997-03-31,10.23203749,6.67147543,文化传播,深圳,主板
000720,新能泰山,1997-05-09,12.56531571,12.56531571,房地产,深圳,主板
000721,西安饮食,1997-04-30,5.73914308,4.3750192,住宿餐饮,深圳,主板
000722,湖南发展,1997-05-22,4.64158282,4.64158282,水电煤气,深圳,主板
000723,美锦能源,1997-05-15,43.26229531,39.9528827,制造业,深圳,主板
000725,京东方Ａ,2001-01-12,369.59645068,367.60685841,制造业,深圳,主板
000726,鲁  泰Ａ,2000-12-25,5.91305241,5.79973299,制造业,深圳,主板
000727,冠捷科技,1997-05-20,45.2956698,45.2956698,制造业,深圳,主板
000728,国元证券,1997-06-16,43.63777891,43.63777891,金融业,深圳,主板
000729,燕京啤酒,1997-07-16,28.18539341,25.09560118,制造业,深圳,主板
000731,四川美丰,1997-06-17,5.7373768,5.73735355,制造业,深圳,主板
000733,振华科技,1997-07-03,5.54169431,5.22064668,制造业,深圳,主板
000735,罗 牛 山,1997-06-11,11.51513578,11.50897517,农林牧渔,深圳,主板
000736,中交地产,1997-04-25,6.95433689,6.95433689,房地产,深圳,主板
000737,北方铜业,1997-04-28,17.72456167,7.26275997,制造业,深圳,主板
000738,航发控制,1997-06-26,13.15184001,13.15156926,制造业,深圳,主板
000739,普洛药业,1997-05-09,11.78523492,11.78088321,制造业,深圳,主板
000750,国海证券,1997-07-09,63.86174477,54.44525514,金融业,深圳,主板
000751,锌业股份,1997-06-26,16.15630595,14.09869279,制造业,深圳,主板
000752,*ST西发,1997-06-25,2.63758491,2.63758491,制造业,深圳,主板
000753,漳州发展,1997-06-26,9.91481071,9.91481071,批发零售,深圳,主板
000755,山西路桥,1997-06-27,14.67310196,6.10043921,运输仓储,深圳,主板
000756,新华制药,1997-08-06,4.87407635,4.47951133,制造业,深圳,主板
000757,浩物股份,1997-06-27,5.32716095,5.32714539,批发零售,深圳,主板
000758,中色股份,1997-04-16,19.93249074,19.69353524,采矿业,深圳,主板
000759,中百集团,1997-05-19,6.806215,6.55706025,批发零售,深圳,主板
000761,本钢板材,1998-01-15,37.08219302,37.08142127,制造业,深圳,主板
000762,西藏矿业,1997-07-08,5.2117414,5.20800618,采矿业,深圳,主板
000766,通化金马,1997-04-30,9.66494707,9.66007681,制造业,深圳,主板
000767,晋控电力,1997-06-09,30.76942219,29.12246436,水电煤气,深圳,主板
000768,中航西飞,1997-06-26,27.81740071,27.68645071,制造业,深圳,主板
000776,广发证券,1997-06-11,59.19291464,59.19291464,金融业,深圳,主板
000777,中核科技,1997-07-10,3.84471593,3.83410827,制造业,深圳,主板
000778,新兴铸管,1997-06-06,39.90058776,38.96278783,制造业,深圳,主板
000779,甘咨询,1997-05-28,4.68673234,3.76223787,科研服务,深圳,主板
000782,美达股份,1997-06-19,6.86581509,5.28135152,制造业,深圳,主板
000783,长江证券,1997-07-31,55.29969971,55.29969971,金融业,深圳,主板
000785,居然之家,1997-07-11,62.87288273,59.58834739,商务服务,深圳,主板
000786,北新建材,1997-06-06,16.89507842,16.32449435,制造业,深圳,主板
000788,北大医药,1997-06-16,5.95987425,5.95987425,制造业,深圳,主板
000789,万年青,1997-09-23,7.97402874,7.97377664,制造业,深圳,主板
000790,华神科技,1998-03-27,6.28142564,6.22791614,制造业,深圳,主板
000791,甘肃能源,1997-10-14,16.00540535,16.00524785,水电煤气,深圳,主板
000792,盐湖股份,1997-09-04,54.32876672,54.32798283,制造业,深圳,主板
000793,华闻集团,1997-07-29,19.97245457,19.61008615,文化传播,深圳,主板
000795,英洛华,1997-08-08,11.33684103,11.33684103,制造业,深圳,主板
000796,*ST凯撒,1997-07-03,16.03788916,9.69784653,商务服务,深圳,主板
000797,中国武夷,1997-07-15,15.70754217,15.7016451,房地产,深圳,主板
000798,中水渔业,1998-02-12,3.65858712,3.65828712,农林牧渔,深圳,主板
000799,酒鬼酒,1997-07-18,3.2492898,3.2489298,制造业,深圳,主板
000800,一汽解放,1997-06-18,46.36998475,46.22463607,制造业,深圳,主板
000801,四川九洲,1998-05-06,10.22806646,10.22806646,制造业,深圳,主板
000802,北京文化,1998-01-08,7.15900255,7.15465255,文化传播,深圳,主板
000803,山高环能,1998-03-03,4.76696361,4.56517245,公共环保,深圳,主板
000807,云铝股份,1998-04-08,34.67957405,34.67907951,制造业,深圳,主板
000809,铁岭新城,1998-06-16,8.24791293,8.24791293,公共环保,深圳,主板
000810,创维数字,1998-06-02,11.50216072,11.17802935,制造业,深圳,主板
000811,冰轮环境,1998-05-28,7.63657804,7.45828488,制造业,深圳,主板
000812,陕西金叶,1998-06-23,7.68692614,7.6816097,制造业,深圳,主板
000813,德展健康,1998-05-19,21.6495599,21.6461849,制造业,深圳,主板
000815,美利云,1998-06-09,6.95263035,6.95263035,制造业,深圳,主板
000816,智慧农业,1997-08-18,14.47013318,14.36891572,制造业,深圳,主板
000818,航锦科技,1997-10-17,6.79156,6.773674,制造业,深圳,主板
000819,岳阳兴长,1997-06-25,3.69697506,2.99150255,制造业,深圳,主板
000820,神雾节能,1998-06-30,6.37245222,2.8765692,科研服务,深圳,主板
000821,京山轻机,1998-06-26,6.22874778,6.05258264,制造业,深圳,主板
000822,山东海化,1998-07-03,8.95091926,8.95091926,制造业,深圳,主板
000823,超声电子,1997-10-08,5.36989557,5.36944069,制造业,深圳,主板
000825,太钢不锈,1998-10-21,57.18518596,56.96247796,制造业,深圳,主板
000826,启迪环境,1998-02-25,14.25353248,14.25172959,公共环保,深圳,主板
000828,东莞控股,1997-06-17,10.39516992,10.39515642,运输仓储,深圳,主板
000829,天音控股,1997-12-02,10.25100438,10.24129669,批发零售,深圳,主板
000830,鲁西化工,1998-08-07,19.16476161,14.64250568,制造业,深圳,主板
000831,中国稀土,1998-09-11,10.61220807,9.80888981,制造业,深圳,主板
000833,粤桂股份,1998-11-11,6.68401851,3.78084212,综合,深圳,主板
000836,富通信息,1997-09-29,12.08455224,12.08455224,制造业,深圳,主板
000837,秦川机床,1998-09-28,10.09883039,7.6490479,制造业,深圳,主板
000838,财信发展,1997-06-26,11.0046217,10.53765855,房地产,深圳,主板
000839,ST国安,1997-10-31,39.19826352,39.19640596,信息技术,深圳,主板
000848,承德露露,1997-11-13,10.52554074,10.52527571,制造业,深圳,主板
000850,华茂股份,1998-10-07,9.43665009,9.43396879,制造业,深圳,主板
000851,高鸿股份,1998-06-09,11.5786002,11.31674297,批发零售,深圳,主板
000852,石化机械,1998-11-26,9.55667689,9.0341968,制造业,深圳,主板
000856,冀东装备,1998-08-13,2.27,2.27,制造业,深圳,主板
000858,五 粮 液,1998-04-27,38.81608005,38.81525906,制造业,深圳,主板
000859,国风新材,1998-11-19,8.95976271,8.95836521,制造业,深圳,主板
000860,顺鑫农业,1998-11-04,7.41766989,7.41766989,制造业,深圳,主板
000861,海印股份,1998-10-28,25.09244757,23.99110519,商务服务,深圳,主板
000862,银星能源,1998-09-15,9.17954696,5.0135289,水电煤气,深圳,主板
000863,三湘印象,1997-09-25,11.8069956,11.63615418,房地产,深圳,主板
000868,安凯客车,1997-07-25,9.39514735,7.33329168,制造业,深圳,主板
000869,张  裕Ａ,2000-10-26,4.60246359,4.534383,制造业,深圳,主板
000875,吉电股份,2002-09-26,27.90208174,24.45605717,水电煤气,深圳,主板
000876,新 希 望,1998-03-11,45.45776286,45.11748582,制造业,深圳,主板
000877,天山股份,1999-01-07,86.63422814,18.22140647,制造业,深圳,主板
000878,云南铜业,1998-06-02,20.0362831,20.03583966,制造业,深圳,主板
000880,潍柴重机,1998-04-02,3.313206,1.62162,制造业,深圳,主板
000881,中广核技,1998-09-02,9.45425815,7.75994673,制造业,深圳,主板
000882,华联股份,1998-06-16,27.37351947,27.37348016,商务服务,深圳,主板
000883,湖北能源,1998-05-19,65.20949388,64.79756454,水电煤气,深圳,主板
000885,城发环境,1999-03-19,6.42078255,6.42078255,公共环保,深圳,主板
000886,海南高速,1998-01-23,9.888283,9.75502198,房地产,深圳,主板
000887,中鼎股份,1998-12-03,13.16489747,13.14370608,制造业,深圳,主板
000888,峨眉山Ａ,1997-10-21,5.26913102,5.26913102,公共环保,深圳,主板
000889,ST中嘉,1997-12-18,9.36291116,8.69849676,信息技术,深圳,主板
000890,法尔胜,1999-01-19,4.19503968,4.19491046,制造业,深圳,主板
000892,欢瑞世纪,1999-01-15,9.80980473,7.06906013,文化传播,深圳,主板
000893,亚钾国际,1998-12-24,9.28851187,8.12038074,制造业,深圳,主板
000895,双汇发展,1998-12-10,34.64661213,34.64350046,制造业,深圳,主板
